UID,ApplicationDate,Amount,Term,EmploymentType,LoanPurpose,Success
6753856,07/09/2020,14250,48,Employed - full time,Car,0
6756500,07/09/2020,10000,60,Employed - full time,Car purchase,0
6757551,07/09/2020,5000,36,Employed - full time,new car,1
6761768,08/09/2020,5000,36,Employed - full time,car,0
6766588,08/09/2020,6500,48,Employed - full time,Car,0
6768440,08/09/2020,6500,48,Employed - full time,Car,0
6768490,08/09/2020,1000,12,Employed - full time,Car,0
6774843,08/09/2020,8000,12,Employed - part time,Car,0
6776477,08/09/2020,6500,48,Employed - full time,Car,0
6780726,08/09/2020,10000,12,Employed - full time,Car,0
6784120,08/09/2020,6500,48,Employed - full time,Car,0
6785927,08/09/2020,10000,48,Self employed,Car Loan,0
6792638,08/09/2020,6500,48,Self employed,New Car,0
6795692,09/09/2020,6000,48,Employed - part time,Car,0
6795784,09/09/2020,6500,48,Employed - full time,Car,0
6797677,09/09/2020,1000,12,Employed - full time,Car,0
6798775,09/09/2020,6500,48,Employed - full time,Car,0
6803019,09/09/2020,1000,24,Employed - full time,car,0
6810682,09/09/2020,7500,48,Retired,Car repair,1
6820495,09/09/2020,10000,60,Employed - full time,Car,0
6820764,09/09/2020,11000,60,Employed - full time,Car,0
6821124,09/09/2020,7000,54,Employed - full time,Car,0
6826094,09/09/2020,12000,36,Employed - full time,Car Purchase,0
6828773,10/09/2020,1000,24,Employed - full time,Masters/ debts/ car,0
6828994,10/09/2020,10000,60,Employed - full time,Car,0
6836037,10/09/2020,6500,48,Employed - part time,Car,0
6836938,10/09/2020,1000,60,Employed - full time,Car,0
6838139,10/09/2020,6500,48,Employed - full time,Car,0
6852291,10/09/2020,6500,48,Employed - full time,pay off you  and car!,0
6852662,10/09/2020,10000,36,Self employed,Car,0
6852745,10/09/2020,15000,48,Self employed,car,0
6853111,10/09/2020,8000,48,Employed - full time,car,0
6856415,10/09/2020,12000,60,Employed - full time,Vehicle,0
6857027,10/09/2020,6500,48,Employed - full time,Car,0
6858417,10/09/2020,14000,60,Employed - full time,CAR BILL,0
6864014,11/09/2020,13000,48,Employed - full time,car,0
6864838,11/09/2020,9000,60,Employed - full time,Car,1
6868996,11/09/2020,6500,48,Employed - full time,Buying Used Car,0
6872081,11/09/2020,15000,48,Employed - full time,used car,0
6876778,11/09/2020,10000,54,Employed - full time,car,0
6880140,11/09/2020,10000,54,Retired,car repairs and bills,0
6881566,11/09/2020,10000,54,Employed - full time,Car,0
6882437,11/09/2020,10000,54,Self employed,Car/Vehicle Loan,0
6889822,12/09/2020,20000,36,Employed - full time,Car,0
6889849,12/09/2020,2000,36,Employed - full time,Car,0
6892404,12/09/2020,7500,48,Employed - part time,Car,0
6893254,12/09/2020,6500,48,Employed - full time,Car,0
6904920,12/09/2020,14000,60,Employed - full time,New Van for work,0
6912960,13/09/2020,7500,36,Employed - full time,Car,0
6913696,13/09/2020,8000,36,Employed - full time,Car,0
6913893,13/09/2020,15000,60,Employed - full time,car,0
6916030,13/09/2020,5000,60,Employed - full time,Car,0
6916448,13/09/2020,20000,60,Employed - full time,Car repairs,0
6918933,13/09/2020,10000,60,Employed - full time,Car,0
6920946,13/09/2020,6500,48,Employed - part time,Vehicle,0
6922340,13/09/2020,11800,60,Employed - full time,Car,0
6922736,13/09/2020,1000,12,Employed - full time,Car,0
6922953,13/09/2020,1000,12,Employed - full time,Car,0
6924550,13/09/2020,6500,48,Employed - full time,Car Bill,0
6926897,13/09/2020,5000,48,Employed - full time,car,0
6927237,13/09/2020,12000,60,Employed - full time,NEW CAR,0
6927291,13/09/2020,10000,36,Employed - full time,New car for buisness,0
6929581,13/09/2020,10000,54,Employed - full time,New car,0
6930805,13/09/2020,6500,48,Employed - full time,vehicle purchase,0
6936514,14/09/2020,6500,60,Employed - full time,vehicle,0
6936520,14/09/2020,20000,60,Employed - full time,car,0
6938632,14/09/2020,6500,48,Employed - full time,Car,0
6941136,14/09/2020,5000,60,Employed - full time,Car,0
6954417,14/09/2020,10000,48,Self employed,car,0
6955849,14/09/2020,1000,12,Employed - full time,car,0
6963738,15/09/2020,13000,48,Employed - full time,Car purchase,0
6976794,15/09/2020,7500,48,Self employed,New car,0
6980957,15/09/2020,12000,60,Self employed,Vehicle,0
6983898,15/09/2020,14000,36,Employed - full time,Car,0
6984526,15/09/2020,15000,36,Employed - full time,Car,0
6991867,16/09/2020,3000,48,Employed - full time,Car,0
6994880,16/09/2020,10000,24,Employed - full time,Car,0
6996183,16/09/2020,7000,36,Employed - full time,Buying used car,1
7003359,16/09/2020,1000,24,Employed - full time,Van repairs,0
7020925,17/09/2020,12500,36,Employed - full time,Car,0
7022038,17/09/2020,20000,60,Employed - full time,Car,0
7027590,17/09/2020,10000,54,Employed - full time,Motorcycle,0
7042670,18/09/2020,2800,48,Employed - full time,car,0
7045612,18/09/2020,13000,48,Employed - full time,New car,0
7047506,18/09/2020,6500,48,Employed - full time,car and other things,0
7050623,18/09/2020,7000,48,Employed - full time,car,1
7053595,18/09/2020,16000,60,Employed - full time,Car,0
7058420,19/09/2020,6500,48,Employed - part time,Car loan,0
7061286,19/09/2020,10000,48,Employed - full time,Car,0
7062584,19/09/2020,6500,48,Employed - part time,Car and insurance,0
7063661,19/09/2020,5000,24,Employed - full time,Car,0
7063854,19/09/2020,2000,18,Employed - part time,car,0
7066053,19/09/2020,6500,48,Employed - full time,Car,0
7066275,19/09/2020,6500,48,Employed - full time,Car loan,0
7072939,19/09/2020,10000,24,Employed - full time,Car,0
7076455,19/09/2020,1000,12,Self employed,Car,0
7077871,19/09/2020,8000,60,Employed - full time,Car repair,1
7082011,20/09/2020,6500,48,Employed - full time,Car,0
7087116,20/09/2020,10000,60,Employed - full time,new car,0
7088264,20/09/2020,15000,36,Employed - full time,Car,0
7088517,20/09/2020,15000,60,Employed - full time,car,0
7094404,20/09/2020,20000,12,Employed - full time,Car loan,0
7097485,20/09/2020,3000,48,Employed - full time,car,1
7099974,20/09/2020,10000,24,Employed - full time,Car,0
7102559,21/09/2020,9000,60,Employed - full time,Car,0
7103823,21/09/2020,10000,60,Employed - full time,Motorcycle,0
7112479,21/09/2020,9000,48,Employed - full time,Car,0
7114801,21/09/2020,6500,48,Employed - full time,Car,0
7117132,21/09/2020,10000,48,Employed - full time,New car,0
7121923,21/09/2020,10000,54,Self employed,Motorycle,0
7122862,21/09/2020,6000,60,Employed - full time,Car,1
7126752,21/09/2020,4000,24,Employed - full time,Car,0
7137112,22/09/2020,7500,60,Employed - full time,Car,0
7139989,22/09/2020,2000,24,Employed - full time,CAR,1
7146327,22/09/2020,8000,48,Retired,Car repairs,0
7147172,22/09/2020,11000,36,Employed - full time,Car purchase,0
7147252,22/09/2020,18000,60,Employed - full time,Car,0
7147836,22/09/2020,4000,24,Employed - part time,Car bill,0
7149129,22/09/2020,4000,36,Employed - full time,Car,1
7151525,22/09/2020,16000,60,Employed - full time,Car,0
7152755,22/09/2020,10000,60,Self employed,car,0
7156895,22/09/2020,6500,48,Employed - full time,car,0
7158263,22/09/2020,6500,48,Employed - full time,car,0
7160882,22/09/2020,15000,60,Employed - full time,Car,0
7168350,23/09/2020,6500,48,Employed - full time,Car and bills,0
7178289,23/09/2020,6500,48,Employed - full time,change of vehicle,0
7180123,23/09/2020,13940,48,Employed - full time,car,0
7192986,24/09/2020,15000,60,Employed - full time,Van,0
7197451,24/09/2020,6000,48,Employed - full time,Car,1
7201224,24/09/2020,5500,60,Employed - full time,Car,1
7203091,24/09/2020,10000,24,Employed - full time,Car,0
7207590,24/09/2020,14000,48,Employed - full time,car,0
7211122,24/09/2020,11000,60,Employed - full time,Car,0
7218064,24/09/2020,1000,24,Employed - full time,Car loan,0
7224165,25/09/2020,1000,24,Employed - full time,Used car,1
7224386,25/09/2020,15000,48,Employed - full time,car and clothes,0
7226797,25/09/2020,12200,36,Retired,i would like buy car,0
7228032,25/09/2020,20000,60,Employed - full time,Car loans,0
7229281,25/09/2020,6500,48,Employed - part time,Car,0
7230820,25/09/2020,10000,36,Employed - part time,Car loan,0
7233678,25/09/2020,6500,48,Employed - full time,Car purchase,0
7234453,25/09/2020,9000,48,Employed - full time,Car,0
7241206,26/09/2020,2000,48,Employed - full time,car,0
7246530,26/09/2020,10000,48,Employed - full time,car,0
7250998,26/09/2020,10000,36,Employed - full time,Car,0
7252701,26/09/2020,10000,60,Employed - full time,car,0
7257560,26/09/2020,10000,48,Employed - full time,car,0
7259191,26/09/2020,13000,60,Employed - full time,motorcycle,0
7260939,27/09/2020,15000,36,Employed - part time,car,0
7264087,27/09/2020,15000,60,Employed - full time,New car,0
7266751,27/09/2020,5000,24,Employed - full time,car,0
7267440,27/09/2020,18000,60,Employed - part time,Car,0
7272882,27/09/2020,15000,60,Employed - full time,New car,0
7273418,27/09/2020,10000,60,Employed - full time,Car,0
7273654,27/09/2020,5000,36,Employed - full time,to fix my car,0
7274492,27/09/2020,10000,60,Employed - full time,CAR,0
7274927,27/09/2020,12000,60,Employed - full time,Car,0
7280729,27/09/2020,17000,60,Employed - full time,car,0
7285188,28/09/2020,11000,60,Employed - full time,Car,1
7286545,28/09/2020,7000,48,Employed - full time,Car,1
7288284,28/09/2020,20000,60,Employed - part time,Car,0
7293297,28/09/2020,10000,48,Employed - full time,car,0
7296352,28/09/2020,20000,24,Employed - full time,Car,0
7298308,28/09/2020,5000,48,Employed - full time,Car,0
7299609,28/09/2020,1000,12,Employed - full time,Van,0
7305307,28/09/2020,5000,12,Employed - full time,car,0
7311279,29/09/2020,10000,48,Employed - full time,Car,0
7312338,29/09/2020,4000,42,Employed - full time,car,0
7318719,29/09/2020,7000,48,Employed - full time,car,0
7330171,29/09/2020,13000,60,Employed - full time,car loan,0
7338431,29/09/2020,6000,48,Employed - full time,Transport for work,1
7338957,29/09/2020,9500,60,Employed - full time,car loan,1
7343897,29/09/2020,5000,48,Employed - part time,Car,0
7355517,30/09/2020,15000,60,Employed - full time,Purchase My First Car,0
7357441,30/09/2020,6000,36,Employed - full time,New car,0
7359366,30/09/2020,10000,48,Employed - part time,Car,0
7362401,30/09/2020,15000,60,Employed - full time,Car,0
7364628,30/09/2020,7500,60,Employed - full time,Car,1
7368032,30/09/2020,4000,48,Employed - full time,Car,0
7368529,30/09/2020,5000,36,Employed - full time,Fix car,0
7371469,30/09/2020,2000,36,Employed - full time,Car,0
7383469,01/10/2020,12000,36,Employed - full time,car,0
7389413,01/10/2020,6500,48,Employed - full time,Car,0
7420486,03/10/2020,1000,24,Employed - full time,CAR,0
7421577,03/10/2020,3000,36,Employed - full time,Car,1
7423447,03/10/2020,20000,48,Self employed,Car,0
7428678,03/10/2020,6500,48,Employed - full time,Car,0
7433913,03/10/2020,3000,18,Employed - full time,car,0
7437654,03/10/2020,20000,48,Employed - full time,car,0
7438990,03/10/2020,9000,48,Employed - full time,Car,0
7450326,04/10/2020,12000,48,Retired,New car,0
7456226,04/10/2020,10000,60,Employed - full time,New car,1
7462821,05/10/2020,17000,60,Employed - full time,Motorcycle,0
7463533,05/10/2020,9000,48,Employed - full time,Pay off car finance,0
7464264,05/10/2020,6500,48,Employed - full time,Car,0
7466973,05/10/2020,15000,48,Employed - full time,car,0
7472120,05/10/2020,15000,48,Employed - full time,Car,0
7477598,05/10/2020,6500,48,Retired,Buy car,0
7481148,05/10/2020,3000,24,Employed - full time,Car,0
7483982,05/10/2020,5000,60,Employed - full time,Car,0
7486093,05/10/2020,15000,36,Employed - full time,car,0
7486109,05/10/2020,6500,48,Employed - full time,Car,0
7506060,06/10/2020,7500,60,Employed - full time,Car finance bill,0
7507121,06/10/2020,10000,48,Employed - full time,car,0
7511053,06/10/2020,12000,60,Employed - full time,Vehicle,0
7522360,06/10/2020,20000,48,Employed - full time,Car,0
7538344,07/10/2020,4000,24,Employed - full time,Car,0
7540697,07/10/2020,6500,48,Employed - full time,Car,0
7545515,07/10/2020,2000,30,Employed - part time,Car,0
7546732,07/10/2020,5000,60,Employed - full time,CAR,0
7551715,07/10/2020,13500,48,Employed - full time,Car,0
7551764,07/10/2020,6500,48,Employed - full time,Car loan,0
7553701,07/10/2020,3000,36,Employed - full time,Car,0
7566363,08/10/2020,14000,60,Employed - full time,Car,0
7573482,08/10/2020,4000,48,Employed - part time,motorbike,0
7575565,08/10/2020,6000,36,Employed - full time,Car,1
7576367,08/10/2020,4500,36,Employed - full time,Car,0
7579279,08/10/2020,2000,12,Employed - full time,Car,0
7592382,09/10/2020,6500,36,Employed - full time,Car,0
7599767,09/10/2020,5000,24,Self employed,car,1
7612833,10/10/2020,10000,60,Employed - full time,car,0
7620729,10/10/2020,7000,60,Employed - full time,Car,0
7625811,10/10/2020,10000,60,Employed - full time,Car,0
7627361,10/10/2020,6500,48,Employed - full time,Car,0
7628001,10/10/2020,13500,60,Employed - full time,car,1
7634986,11/10/2020,6000,60,Employed - full time,car,0
7650299,11/10/2020,8000,60,Employed - full time,car,0
7655235,12/10/2020,12000,36,Employed - full time,Car,0
7660803,12/10/2020,18000,60,Employed - full time,Vehicle,0
7677269,12/10/2020,6000,60,Employed - full time,car,0
7678118,12/10/2020,7000,60,Employed - full time,Car,0
7679231,12/10/2020,8000,60,Employed - full time,new car,0
7680657,12/10/2020,7500,60,Self employed,Car loan,0
7682851,12/10/2020,20000,60,Self employed,Car,0
7690481,12/10/2020,10000,36,Self employed,Car,0
7695342,13/10/2020,5500,36,Employed - full time,Car,0
7696402,13/10/2020,10000,60,Employed - full time,car,0
7696638,13/10/2020,10000,60,Employed - full time,Car,0
7699826,13/10/2020,3000,54,Employed - part time,car,0
7707606,13/10/2020,10000,36,Employed - full time,car repair,1
7708272,13/10/2020,8500,36,Employed - full time,Car,0
7717154,13/10/2020,3000,48,Employed - full time,Car and other bills,0
7718498,13/10/2020,10000,60,Employed - full time,car purchase,0
7720527,13/10/2020,4000,60,Employed - full time,Car,0
7736475,14/10/2020,14000,60,Self employed,car,0
7739484,14/10/2020,8000,48,Employed - full time,Car,0
7746483,15/10/2020,14000,48,Employed - full time,New car,0
7747699,15/10/2020,6500,48,Employed - full time,Car,0
7751333,15/10/2020,10000,60,Self employed,Car,0
7753613,15/10/2020,20000,60,Self employed,Car,0
7758163,15/10/2020,1500,18,Employed - full time,Car,0
7759279,15/10/2020,10000,54,Employed - full time,Car,0
7764811,15/10/2020,18000,60,Employed - full time,Car,0
7772511,16/10/2020,4500,36,Employed - full time,Car purchase,0
7786362,16/10/2020,10000,48,Employed - full time,Tyres and car service,0
7791260,16/10/2020,14500,48,Employed - full time,Car,0
7794537,16/10/2020,12000,36,Employed - full time,Car,0
7797962,16/10/2020,4000,24,Employed - full time,Car,0
7803655,16/10/2020,10000,60,Self employed,Car,0
7809073,17/10/2020,3000,18,Employed - part time,Car,1
7810584,17/10/2020,16000,48,Employed - full time,Work vehicle,0
7811746,17/10/2020,7500,60,Employed - full time,car,0
7813974,17/10/2020,5100,60,Employed - full time,Car,1
7817148,17/10/2020,11000,48,Employed - full time,Car loan,0
7817682,17/10/2020,5000,48,Employed - full time,Car,0
7825746,17/10/2020,6000,60,Employed - full time,Car,0
7831804,18/10/2020,9500,60,Employed - full time,Car,0
7833273,18/10/2020,10000,48,Employed - full time,car,0
7834475,18/10/2020,14000,48,Employed - full time,Car purchase,0
7839677,18/10/2020,8000,48,Employed - full time,car bill,0
7841752,18/10/2020,7000,48,Employed - full time,Car,1
7845274,18/10/2020,10000,36,Employed - full time,Car,0
7845421,18/10/2020,12800,60,Employed - full time,New van,0
7856632,19/10/2020,10000,36,Employed - full time,Car,0
7859033,19/10/2020,2000,24,Employed - full time,Car,0
7862024,19/10/2020,18000,48,Employed - full time,Car,0
7863875,19/10/2020,6500,48,Self employed,Car,0
7864739,19/10/2020,8000,60,Self employed,Car,0
7866229,19/10/2020,3000,24,Employed - full time,Car,0
7866984,19/10/2020,6500,48,Employed - full time,Car,0
7871682,19/10/2020,12000,60,Employed - full time,Car,0
7875447,20/10/2020,10000,60,Employed - full time,Motorbike,0
7879721,20/10/2020,4000,24,Employed - full time,vehicle purchase,1
7883625,20/10/2020,3000,36,Employed - full time,new car,0
7884019,20/10/2020,2000,18,Employed - full time,car,0
7890421,20/10/2020,10000,36,Employed - full time,car,0
7891575,20/10/2020,12000,60,Employed - full time,Car,0
7893000,20/10/2020,5000,30,Employed - full time,Car,0
7896413,20/10/2020,5000,24,Employed - full time,Car,0
7899985,20/10/2020,8000,60,Employed - full time,car,0
7904288,20/10/2020,2000,24,Employed - full time,Car Purchase,0
7905920,20/10/2020,10000,48,Employed - full time,Car,0
7906452,20/10/2020,13000,48,Employed - full time,car,0
